0.69,0.31,0,0,0,0,0,0,0,0
0.69,0.31,0,0,0,0,0,0,0,0
0,0.77,0.23,0,0,0,0,0,0,0
0,0,0.92,0.08,0,0,0,0,0,0
0,0,0,0.91,0.09,0,0,0,0,0
0,0,0,0,0.9,0.1,0,0,0,0
0,0,0,0,0,0.79,0.21,0,0,0
0,0,0,0,0,0,0.5,0.5,0,0
0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0
