,C1,C2,C3,state,action,optimal_cost,year
429,2095.2694776591316,2153.7694776591316,1096.1994776591314,0,2,1096.1994776591314,43
430,36.199477659131475,36.699477659131475,95.26947765913147,9,0,36.199477659131475,44
431,40.5306464903003,39.199477659131475,95.26947765913147,8,1,39.199477659131475,44
432,49.454559533778536,49.0306464903003,95.26947765913147,7,1,49.0306464903003,44
433,66.43111710529944,65.95455953377854,95.26947765913147,6,1,65.95455953377854,44
434,81.57886263295225,109.93111710529944,95.26947765913147,5,0,81.57886263295225,44
435,90.84163867341677,135.07886263295225,95.26947765913147,4,0,90.84163867341677,44
436,594.3394776591315,146.34163867341675,95.26947765913147,3,2,95.26947765913147,44
437,2094.3394776591313,1651.3394776591313,1095.2694776591316,2,2,1095.2694776591316,44
438,2094.3394776591313,2152.3394776591313,1095.2694776591316,1,2,1095.2694776591316,44
439,2094.3394776591313,2152.8394776591313,1095.2694776591316,0,2,1095.2694776591316,44
440,35.269477659131475,35.769477659131475,94.33947765913148,9,0,35.269477659131475,45
441,39.600646490300285,38.269477659131475,94.33947765913148,8,1,38.269477659131475,45
442,48.524559533778444,48.100646490300285,94.33947765913148,7,1,48.100646490300285,45
443,65.50152607695917,65.02455953377844,94.33947765913148,6,1,65.02455953377844,45
444,80.65297699512287,109.00152607695917,94.33947765913148,5,0,80.65297699512287,45
445,89.91183337341666,134.15297699512286,94.33947765913148,4,0,89.91183337341666,45
446,593.4094776591314,145.41183337341664,94.33947765913148,3,2,94.33947765913148,45
447,2093.4094776591314,1650.4094776591314,1094.3394776591315,2,2,1094.3394776591315,45
448,2093.4094776591314,2151.4094776591314,1094.3394776591315,1,2,1094.3394776591315,45
449,2093.4094776591314,2151.9094776591314,1094.3394776591315,0,2,1094.3394776591315,45
450,34.339477659131475,34.839477659131475,93.40947765913148,9,0,34.339477659131475,46
451,38.670646490300214,37.339477659131475,93.40947765913148,8,1,37.339477659131475,46
452,47.594559533778025,47.170646490300214,93.40947765913148,7,1,47.170646490300214,46
453,64.57197737022084,64.09455953377802,93.40947765913148,6,1,64.09455953377802,46
454,79.72752112467955,108.07197737022084,93.40947765913148,5,0,79.72752112467955,46
455,88.9820798291127,133.22752112467955,93.40947765913148,4,0,88.9820798291127,46
456,592.4794776591316,144.4820798291127,93.40947765913148,3,2,93.40947765913148,46
457,2092.4794776591316,1649.4794776591316,1093.4094776591314,2,2,1093.4094776591314,46
458,2092.4794776591316,2150.4794776591316,1093.4094776591314,1,2,1093.4094776591314,46
459,2092.4794776591316,2150.9794776591316,1093.4094776591314,0,2,1093.4094776591314,46
460,33.409477659131475,33.909477659131475,92.47947765913148,9,0,33.409477659131475,47
461,37.74064649029992,36.409477659131475,92.47947765913148,8,1,36.409477659131475,47
462,46.66455953377621,46.24064649029992,92.47947765913148,7,1,46.24064649029992,47
463,63.64247485819522,63.16455953377621,92.47947765913148,6,1,63.16455953377621,47
464,78.80253549427192,107.14247485819521,92.47947765913148,5,0,78.80253549427192,47
465,88.05239179834822,132.30253549427192,92.47947765913148,4,0,88.05239179834822,47
466,591.5494776591315,143.55239179834822,92.47947765913148,3,2,92.47947765913148,47
467,2091.5494776591313,1648.5494776591313,1092.4794776591316,2,2,1092.4794776591316,47
468,2091.5494776591313,2149.5494776591313,1092.4794776591316,1,2,1092.4794776591316,47
469,2091.5494776591313,2150.0494776591313,1092.4794776591316,0,2,1092.4794776591316,47
470,32.479477659131476,32.979477659131476,91.54947765913147,9,0,32.479477659131476,48
471,36.81064649029864,35.479477659131476,91.54947765913147,8,1,35.479477659131476,48
472,45.734559533768326,45.31064649029864,91.54947765913147,7,1,45.31064649029864,48
473,62.713022623882054,62.234559533768326,91.54947765913147,6,1,62.234559533768326,48
474,77.87806313851162,106.21302262388205,91.54947765913147,5,0,77.87806313851162,48
475,87.12278669611469,131.3780631385116,91.54947765913147,4,0,87.12278669611469,48
476,590.6194776591315,142.6227866961147,91.54947765913147,3,2,91.54947765913147,48
477,2090.6194776591315,1647.6194776591315,1091.5494776591315,2,2,1091.5494776591315,48
478,2090.6194776591315,2148.6194776591315,1091.5494776591315,1,2,1091.5494776591315,48
479,2090.6194776591315,2149.1194776591315,1091.5494776591315,0,2,1091.5494776591315,48
480,31.549477659131476,32.049477659131476,90.61947765913148,9,0,31.549477659131476,49
481,35.880646490293046,34.549477659131476,90.61947765913148,8,1,34.549477659131476,49
482,44.80455953373401,44.380646490293046,90.61947765913148,7,1,44.380646490293046,49
483,61.783624924846066,61.30455953373401,90.61947765913148,6,1,61.30455953373401,49
484,76.95414942426788,105.28362492484607,90.61947765913148,5,0,76.95414942426788,49
485,86.19328656670515,130.45414942426788,90.61947765913148,4,0,86.19328656670515,49
486,589.6894776591314,141.69328656670515,90.61947765913148,3,2,90.61947765913148,49
487,2089.6894776591316,1646.6894776591316,1090.6194776591315,2,2,1090.6194776591315,49
488,2089.6894776591316,2147.6894776591316,1090.6194776591315,1,2,1090.6194776591315,49
489,2089.6894776591316,2148.1894776591316,1090.6194776591315,0,2,1090.6194776591315,49
490,30.619477659131476,31.119477659131476,89.68947765913148,9,0,30.619477659131476,50
491,34.95064649026872,33.619477659131476,89.68947765913148,8,1,33.619477659131476,50
492,43.87455953358479,43.45064649026872,89.68947765913148,7,1,43.45064649026872,50
493,60.85428613823682,60.37455953358479,89.68947765913148,6,1,60.37455953358479,50
494,76.03084165871009,104.35428613823683,89.68947765913148,5,0,76.03084165871009,50
495,85.26391931428803,129.53084165871007,89.68947765913148,4,0,85.26391931428803,50
496,588.7594776591316,140.76391931428805,89.68947765913148,3,2,89.68947765913148,50
497,2088.7594776591313,1645.7594776591313,1089.6894776591314,2,2,1089.6894776591314,50
498,2088.7594776591313,2146.7594776591313,1089.6894776591314,1,2,1089.6894776591314,50
499,2088.7594776591313,2147.2594776591313,1089.6894776591314,0,2,1089.6894776591314,50
500,29.689477659131477,30.189477659131477,88.75947765913148,9,0,29.689477659131477,51
501,34.02064649016294,32.68947765913148,88.75947765913148,8,1,32.68947765913148,51
502,42.944559532936005,42.52064649016294,88.75947765913148,7,1,42.52064649016294,51
503,59.925010679310326,59.444559532936005,88.75947765913148,6,1,59.444559532936005,51
504,75.10818848072282,103.42501067931033,88.75947765913148,5,0,75.10818848072282,51
505,84.33472026059547,128.60818848072282,88.75947765913148,4,0,84.33472026059547,51
506,587.8294776591315,139.83472026059547,88.75947765913148,3,2,88.75947765913148,51
507,2087.8294776591315,1644.8294776591315,1088.7594776591316,2,2,1088.7594776591316,51
508,2087.8294776591315,2145.8294776591315,1088.7594776591316,1,2,1088.7594776591316,51
509,2087.8294776591315,2146.3294776591315,1088.7594776591316,0,2,1088.7594776591316,51
510,28.75947765913148,29.25947765913148,87.82947765913148,9,0,28.75947765913148,52
511,33.090646489703026,31.75947765913148,87.82947765913148,8,1,31.75947765913148,52
512,42.01455953011522,41.590646489703026,87.82947765913148,7,1,41.590646489703026,52
513,58.995802883017845,58.51455953011522,87.82947765913148,6,1,58.51455953011522,52
514,74.18623896561637,102.49580288301784,87.82947765913148,5,0,74.18623896561637,52
515,83.40573411668085,127.68623896561637,87.82947765913148,4,0,83.40573411668085,52
516,586.8994776591314,138.90573411668083,87.82947765913148,3,2,87.82947765913148,52
517,2086.8994776591317,1643.8994776591317,1087.8294776591315,2,2,1087.8294776591315,52
518,2086.8994776591317,2144.8994776591317,1087.8294776591315,1,2,1087.8294776591315,52
519,2086.8994776591317,2145.3994776591317,1087.8294776591315,0,2,1087.8294776591315,52
520,27.82947765913148,28.32947765913148,86.89947765913148,9,0,27.82947765913148,53
521,32.16064648770342,30.82947765913148,86.89947765913148,8,1,30.82947765913148,53
522,41.084559517850934,40.66064648770342,86.89947765913148,7,1,40.66064648770342,53
523,58.06666682814597,57.584559517850934,86.89947765913148,6,1,57.584559517850934,53
